0	4307
1	4307
2	4307
3	4307
4	4307
5	4307
6	4307
7	4307
8	4307
9	4307
10	4307
11	4307
12	4307
13	4307
14	4307
15	4307
16	4307
17	4307
18	4307
19	4307
20	4307
21	4307
22	4307
23	4307
24	4307
25	54153
26	53466
27	51844
28	51766
29	51430
30	51771
31	51977
32	51920
33	51889
34	51762
35	51269
36	50967
37	51051
38	50996
39	50962
40	50870
41	50876
42	65917
43	68641
44	73069
45	31471
46	41385
47	41363
48	63544
49	76830
50	50077
51	55981
52	54018
53	51588
54	58671
55	58590
56	49861
57	44823
58	45390
59	42649
60	42215
61	42603
62	44195
63	52098
64	53621
65	56062
66	55445
67	46492
68	47305
69	46100
70	36427
71	41472
72	55807
73	57986
74	48906
75	50611
76	50549
77	55423
78	59035
79	71662
80	70731
81	68713
82	69248
83	69521
84	70095
85	68981
86	66310
87	64092
88	65917
89	69898
90	71833
91	72589
92	87113
93	90872
94	90121
95	89741
96	89527
97	90823
98	90978
99	92346
100	92718
101	92691
102	92368
103	91410
104	88415
105	86647
106	84470
107	83194
108	83253
109	83264
110	37512
111	47195
112	51433
113	51789
114	53637
115	59571
116	46934
117	27692
118	30026
119	30361
120	31163
121	31701
122	32285
123	32651
124	32571
125	32264
126	31788
127	31743
128	32263
129	39119
130	40906
131	40610
132	39459
133	39733
134	40093
135	39737
136	39641
137	39506
138	75465
139	76695
140	78526
141	79486
142	81268
143	86255
144	88401
145	85589
146	85137
147	83871
148	81945
149	81976
150	82059
151	80395
152	79819
153	76983
154	72117
155	72352
156	57837
157	59510
158	59154
159	59617
160	60519
161	60608
162	58855
163	53807
164	54346
165	63828
166	64911
167	64107
168	64687
169	65982
170	66119
171	67260
172	66996
173	66988
174	66012
175	27570
176	29402
177	30108
178	30258
179	29987
180	30700
181	48267
182	44186
183	46037
184	43985
185	44438
186	42971
187	44218
188	42752
189	46265
190	52228
191	50582
192	47328
193	45961
194	46241
195	46968
196	37355
197	39009
198	41458
199	41772
200	40351
201	40363
202	42481
203	22904
204	59638
205	62849
206	62155
207	60296
208	59556
209	59228
210	59345
211	62289
212	62224
213	65586
214	64858
215	48302
216	48648
217	50428
218	50918
219	52814
220	55392
221	56228
222	58309
223	58673
224	58623
225	60785
226	40452
227	42766
228	42835
229	43334
230	41799
231	40634
232	41026
233	35883
234	38224
235	38945
236	36462
237	37810
238	38625
239	32919
240	33710
241	34636
242	34556
243	37973
244	38790
245	31058
246	32577
247	33067
248	33196
249	33018
250	33212
251	33209
252	32954
253	33018
254	61262
255	64543
256	63962
257	64567
258	65459
259	68031
260	69159
261	70038
262	71325
263	72391
264	72626
265	71930
266	45010
267	43222
268	39967
269	39510
270	39339
271	40642
272	38769
273	62412
274	54541
275	54959
276	64578
277	67561
278	67045
279	67149
280	63314
281	63181
282	65588
283	64766
284	64267
285	50494
286	51935
287	51414
288	50946
289	54649
290	59097
291	56075
292	55580
293	55256
294	57307
295	56614
296	57578
297	59744
298	54380
299	54005
300	54699
301	56852
302	62237
303	64842
304	60656
305	58779
306	56636
307	55886
308	55785
309	56133
310	53834
311	54619
312	47055
313	45187
314	44606
315	46529
316	49444
317	50623
318	50015
319	49251
320	43587
321	44376
322	44500
323	45330
324	44516
325	45415
326	47828
327	53492
328	56428
329	54337
330	53465
331	54808
332	56446
333	56742
334	55305
335	49454
336	48500
337	43035
338	40179
339	41353
340	39480
341	40502
342	40084
343	39530
344	30730
345	31577
346	33852
347	40925
348	43940
349	39840
350	39342
351	39688
352	39279
353	39128
354	41223
355	41688
356	44263
357	41980
358	39682
359	38232
360	38102
361	39521
362	43592
363	53498
364	54982
365	40977
366	38244
367	44509
368	40179
369	34860
370	32584
371	29116
372	25828
373	25826
374	27592
375	26548
376	31688
377	31932
378	33076
379	34156
380	36346
381	37445
382	37954
383	32366
384	32849
385	32375
386	32100
387	31888
388	31458
389	31002
390	30734
391	29004
392	29285
393	30626
394	31484
395	32862
396	33608
397	34462
398	34555
399	35141
400	35527
401	36010
402	36292
403	36497
404	36274
405	34423
406	33890
407	34019
408	33621
409	33015
410	32531
411	31558
412	31335
413	30786
414	31532
415	31465
416	31152
417	31189
418	15467
419	13896
420	12375
421	11004
422	10268
423	9824
424	10040
425	10393
426	10423
427	10635
428	10710
429	10520
430	10629
431	10550
432	10652
433	10611
434	10791
435	10824
436	10943
437	10956
438	11076
439	11448
440	11786
441	12056
442	12441
443	12878
444	12971
445	13229
446	13292
447	13328
448	12974
